GHCN ID,Station Name,State,County,Latitude,Longitude,13/03/2017,14/03/2017,15/03/2017,16/03/2017
USC00441692,CHRISTIANSBURG,VA,MONTGOMERY,-80.4,37.13,0.0,1.0,0.0,0.0
US1VAMN0005,CHRISTIANSBURG 1.1 ESE,VA,MONTGOMERY,-80.38,37.14,0.0,0.4,0.0,0.0
US1VAMN0004,CHRISTIANSBURG 1.7 WNW,VA,MONTGOMERY,-80.43,37.15,0.0,0.7,0.0,0.0
US1VAMN0010,CHRISTIANSBURG 2.9 NW,VA,MONTGOMERY,-80.44,37.17,0.0,0.0,0.0,0.0
USC00441746,CLARKSVILLE,VA,MECKLENBURG,-78.55,36.62,0.0,0.0,0.0,0.0
USC00441825,CLINTWOOD 1 W,VA,DICKENSON,-82.49,37.15,0.0,0.0,2.0,0.0
USC00441955,CONCORD 4 SSW,VA,CAMPBELL,-78.96,37.28,0.0,0.0,0.0,0.0
USC00441999,COPPER HILL,VA,FLOYD,-80.14,37.09,0.0,0.0,1.1,0.0
US1VAFL0002,COPPER HILL 6.2 S,VA,FLOYD,-80.13,36.99,0.0,0.0,0.0,0.0
USC00442009,CORBIN,VA,CAROLINE,-77.37,38.2,0.0,0.5,0.0,0.0
US1VAAL0003,COVINGTON 4.1 E,VA,ALLEGHANY,-79.92,37.78,0.0,2.0,0.0,0.0
USC00442044,COVINGTON FILTER PLANT,VA,ALLEGHANY,-79.99,37.81,0.0,1.5,0.0,0.0
USC00442142,CROZIER,VA,GOOCHLAND,-77.88,37.67,0.0,0.0,0.0,0.0
USC00442208,DALE ENTERPRISE,VA,ROCKINGHAM,-78.94,38.45,0.0,2.5,0.0,0.0
USW00013728,DANVILLE REGIONAL AIRPORT,VA,PITTSYLVANIA,-79.34,36.57,0.0,0.0,0.0,0.0
US1VAPC0005,DISPUTANTA 6.3 NE,VA,PRINCE GEORGE,-77.15,37.19,0.0,0.0,0.0,0.0
US1VACM0012,EVINGTON 2.2 NE,VA,CAMPBELL,-79.26,37.26,0.0,0.0,0.0,0.0
US1VAFX0064,FALLS CHURCH 1.6 W,VA,FAIRFAX,-77.2,38.89,0.0,3.3,0.0,0.0
US1VAPN0002,FARMVILLE 1.0 SSW,VA,PRINCE EDWARD,-78.4,37.28,0.0,0.0,0.0,0.0
US1VAFR0019,FERRUM 1.9 SSW,VA,FRANKLIN,-80.03,36.9,0.0,0.0,0.0,0.0
US1VAFR0026,FERRUM 2.7 SW,VA,FRANKLIN,-80.05,36.9,0.0,0.0,0.0,0.0
US1VABT0002,FINCASTLE 1.9 NNW,VA,BOTETOURT,-79.88,37.53,0.0,0.1,0.0,0.0
US1VAFL0009,FLOYD 5.2 NW,VA,FLOYD,-80.39,36.96,0.0,0.7,0.0,0.0
US1VAFX0033,FRANCONIA 1.3 SSE,VA,FAIRFAX,-77.14,38.75,0.0,2.0,0.0,0.0
US1VASP0002,FREDERICKSBURG 5.2 SSW,VA,SPOTSYLVANIA,-77.51,38.23,0.0,1.0,0.0,0.0
US1VASF0005,FREDERICKSBURG 7.6 ESE,VA,STAFFORD,-77.36,38.26,0.0,0.8,0.1,0.0
USC00443229,FRONT ROYAL,VA,WARREN,-78.18,38.9,0.0,5.0,0.0,0.0
US1VAPW0009,GAINESVILLE 1.6 SE,VA,PRINCE WILLIAM,-77.6,38.77,0.0,2.9,0.0,0.0
US1VACR0003,GALAX 6.1 N,VA,CARROLL,-80.92,36.75,0.0,0.5,0.3,0.0
USC00443272,GALAX WATER PLANT,VA,CARROLL,-80.92,36.65,0.0,0.0,0.0,0.0
US1VASC0001,GATE CITY 6.2 NNE,VA,SCOTT,-82.54,36.72,0.0,0.0,0.5,0.0
USC00443310,GATHRIGHT DAM,VA,ALLEGHANY,-79.95,37.95,0.0,2.8,0.0,0.0
US1VACM0003,GLADYS 0.6 S,VA,CAMPBELL,-79.07,37.15,0.0,0.0,0.0,0.0
USC00443375,GLASGOW 1 SE,VA,ROCKBRIDGE,-79.44,37.62,0.0,0.4,0.0,0.0
US1VAHR0006,GLEN ALLEN 4.6 W,VA,HENRICO,-77.57,37.66,0.0,0.0,0.0,0.0
US1VAGC0003,GLOUCESTER COURTHOUSE 0.5 NW,VA,GLOUCESTER,-76.53,37.42,0.0,0.0,0.0,0.0
US1VAGC0004,GLOUCESTER COURTHOUSE 3.5 NNW,VA,GLOUCESTER,-76.54,37.46,0.0,0.0,0.0,0.0
US1VABD0020,GOODVIEW 1.7 NNE,VA,BEDFORD,-79.72,37.24,0.0,0.0,0.0,0.0
US1VALS0004,GORDONSVILLE 10.4 S,VA,LOUISA,-78.21,37.99,0.0,0.0,0.0,0.0
US1VAAC0008,GREENBACKVILLE 0.4 WNW,VA,ACCOMACK,-75.4,38.01,0.0,0.0,0.0,0.0
USC00443640,GRUNDY,VA,BUCHANAN,-82.09,37.28,0.0,0.0,0.3,0.0
US1VAHMC004,HAMPTON 7.2 W,VA,HAMPTON,-76.42,37.05,0.0,0.0,0.0,0.0
US1VAHMC007,HAMPTON 8.1 W,VA,HAMPTON,-76.44,37.06,0.0,0.0,0.0,0.0
US1VAFR0002,HARDY 5.7 SE,VA,FRANKLIN,-79.73,37.18,0.0,0.0,0.0,0.0
US1VAFR0014,HARDY 7.1 SE,VA,FRANKLIN,-79.72,37.16,0.0,0.0,0.0,0.0
US1VAFR0013,HARDY 7.8 SE,VA,FRANKLIN,-79.71,37.15,0.0,0.0,0.0,0.0
US1VARH0004,HARRISONBURG 0.8 NW,VA,ROCKINGHAM,-78.89,38.44,3.0,0.0,0.0,0.0
US1VARH0003,HARRISONBURG 4.2 SSE,VA,ROCKINGHAM,-78.84,38.38,0.0,0.0,0.0,0.0
US1VAPW0015,HAYMARKET 5.5 N,VA,PRINCE WILLIAM,-77.62,38.89,0.0,3.5,0.0,0.0
US1VAFX0001,HERNDON 3.3 S,VA,FAIRFAX,-77.38,38.92,0.0,1.5,0.2,0.0
USC00444039,HOLCOMB ROCK,VA,BEDFORD,-79.4,37.54,0.0,0.0,0.0,0.0
USC00444101,HOPEWELL,VA,PRINCE GEORGE,-77.28,37.3,0.0,0.0,0.0,0.0
USC00444128,HOT SPRINGS,VA,BATH,-79.83,38.0,0.0,3.0,0.0,0.0
USC00444148,HUDDLESTON 4 SW,VA,BEDFORD,-79.53,37.13,0.0,0.0,0.0,0.0
US1VAGR0003,INDEPENDENCE 1.3 S,VA,GRAYSON,-81.16,36.6,0.0,0.3,0.0,0.0
US1VAST0005,IVOR 1.0 SW,VA,SOUTHAMPTON,-76.91,36.89,0.0,0.0,0.0,0.0
USC00444410,JOHN FLANNAGAN LAKE,VA,DICKENSON,-82.34,37.23,0.0,0.0,1.1,0.0
US1VALE0002,JONESVILLE 3.1 WSW,VA,LEE,-83.17,36.67,0.0,0.0,0.2,0.0
US1VAAB0012,KESWICK 2.8 NE,VA,ALBEMARLE,-78.33,38.05,0.0,1.0,0.0,0.0
USC00444568,KEYSVILLE 2 S,VA,CHARLOTTE,-78.48,37.02,0.0,0.0,0.0,0.0
US1VALN0002,KILMARNOCK 2.5 NW,VA,LANCASTER,-76.42,37.74,0.0,0.0,0.0,0.0
US1VAHR0008,LAUREL 0.8 N,VA,HENRICO,-77.5,37.65,0.0,0.0,0.0,0.0
US1VABR0001,LAWRENCEVILLE 4.1 ESE,VA,BRUNSWICK,-77.78,36.74,0.0,0.0,0.0,0.0
USC00444777,LEBANON,VA,RUSSELL,-82.04,36.9,0.0,0.0,0.0,0.0
US1VALD0024,LEESBURG 1.7 E,VA,LOUDOUN,-77.52,39.1,0.0,0.0,0.0,0.0
US1VALD0026,LEESBURG 2.6 E,VA,LOUDOUN,-77.51,39.1,0.0,3.2,0.0,0.0
US1VALD0017,LEESBURG 4.4 W,VA,LOUDOUN,-77.64,39.09,0.0,3.5,0.0,0.0
USC00444876,LEXINGTON,VA,ROCKBRIDGE,-79.44,37.78,0.0,0.7,0.0,0.0
US1VAND0002,LOTTSBURG 2.3 NNE,VA,NORTHUMBERLAND,-76.51,37.99,0.0,0.0,0.0,0.0
USC00445096,LURAY 5 E,VA,PAGE,-78.37,38.67,0.0,4.0,0.0,0.0
US1VABD0019,LYNCHBURG 1.3 SSW,VA,BEDFORD,-79.2,37.39,0.0,0.0,0.0,0.0
US1VABD0016,LYNCHBURG 1.4 SSW,VA,BEDFORD,-79.2,37.38,0.0,0.0,0.0,0.0
US1VALYC001,LYNCHBURG 2.5 NNW,VA,LYNCHBURG,-79.21,37.43,0.0,0.0,0.0,0.0
US1VALYC004,LYNCHBURG 2.5 WSW,VA,LYNCHBURG,-79.23,37.38,0.0,0.0,0.0,0.0
US1VACM0004,LYNCHBURG 6.7 ESE,VA,CAMPBELL,-79.08,37.36,0.0,0.0,0.0,0.0
USW00013733,LYNCHBURG INTL AP,VA,CAMPBELL,-79.21,37.32,0.0,0.0,0.0,0.0
USC00445204,MANASSAS,VA,MANASSAS,-77.49,38.73,0.0,1.0,0.0,0.0
US1VAPW0013,MANASSAS 5.3 SE,VA,PRINCE WILLIAM,-77.43,38.68,0.0,3.6,0.6,0.0
US1VAPW0014,MANASSAS 5.8 SE,VA,PRINCE WILLIAM,-77.42,38.68,0.0,3.7,0.0,0.0
US1VAFX0037,MANTUA 1.4 S,VA,FAIRFAX,-77.26,38.83,0.0,0.0,0.0,0.0
US1VASM0004,MARION 2.4 ENE,VA,SMYTH,-81.47,36.85,0.0,1.0,0.2,0.0
US1VASM0001,MARION 4.4 WSW,VA,SMYTH,-81.59,36.81,0.0,1.0,0.0,0.0
US1VAHN0007,MARTINSVILLE 2.0 SE,VA,HENRY,-79.84,36.66,0.0,0.0,0.0,0.0
USC00445300,MARTINSVILLE FILTER PLANT,VA,HENRY,-79.86,36.71,0.0,0.0,0.0,0.0
US1VAFX0052,MCLEAN 1.5 S,VA,FAIRFAX,-77.18,38.92,0.0,3.4,0.0,0.0
US1VAFX0041,MCLEAN 2.3 SE,VA,FAIRFAX,-77.14,38.92,0.0,3.0,0.0,0.0
US1VAFX0053,MCLEAN 2.4 SSE,VA,FAIRFAX,-77.15,38.91,0.0,3.0,0.0,0.0
US1VAPR0002,MEADOWS OF DAN 4.5 SW,VA,PATRICK,-80.45,36.68,0.0,0.0,0.0,0.0
USC00445453,MEADOWS OF DAN 5 SW,VA,PATRICK,-80.45,36.67,0.0,0.0,0.0,0.0
US1VACS0019,MIDLOTHIAN 0.6 NE,VA,CHESTERFIELD,-77.64,37.51,0.0,0.0,0.0,0.0
US1VACS0027,MIDLOTHIAN 3.5 SSW,VA,CHESTERFIELD,-77.66,37.46,0.0,0.0,0.0,0.0
US1VACS0026,MIDLOTHIAN 4.7 SSW,VA,CHESTERFIELD,-77.67,37.44,0.0,0.0,0.0,0.0
US1VABH0001,MILLBORO 0.3 NW,VA,BATH,-79.61,37.98,0.0,3.0,1.0,0.0
USC00445595,MILLGAP,VA,HIGHLAND,-79.72,38.31,0.0,4.0,0.2,0.1
US1VALS0002,MINERAL 10.2 ESE,VA,LOUISA,-77.75,37.93,0.0,0.0,0.0,0.0
US1VABD0007,MONETA 3.6 SW,VA,BEDFORD,-79.68,37.16,0.0,0.0,0.0,0.0
US1VABD0004,MONETA 3.7 SW,VA,BEDFORD,-79.66,37.14,0.0,0.0,0.0,0.0
US1VABD0013,MONETA 3.9 WSW,VA,BEDFORD,-79.69,37.17,0.0,0.0,0.0,0.0
USC00445690,MONTEBELLO FISH CULTURAL STATION,VA,NELSON,-79.13,37.84,0.0,0.0,0.0,0.0
US1VAHG0002,MONTEREY 6.5 SSW,VA,HIGHLAND,-79.64,38.33,0.0,4.5,0.0,0.0
US1VAWM0001,MONTROSS 5.2 ESE,VA,WESTMORELAND,-76.73,38.08,0.0,0.0,0.0,0.0
USC00445851,MOUNT WEATHER,VA,LOUDOUN,-77.89,39.06,0.0,5.8,0.0,0.0
USC00445756,MOUNTAIN GROVE,VA,BATH,-79.89,38.1,0.0,0.0,0.0,0.0
USC00446012,NEW CASTLE,VA,CRAIG,-80.1,37.51,0.0,0.5,0.0,0.0
US1VANNC004,NEWPORT NEWS 3.3 E,VA,NEWPORT NEWS,-76.45,37.08,0.0,0.0,0.0,0.0
US1VAYR0001,NEWPORT NEWS 5.8 NE,VA,YORK,-76.45,37.14,0.0,0.0,0.0,0.0
US1VAYR0003,NEWPORT NEWS 7.5 NNE,VA,YORK,-76.44,37.17,0.0,0.0,0.0,0.0
USW00093741,NEWPORT NEWS INTL AP,VA,NEWPORT NEWS,-76.49,37.13,0.0,0.0,0.0,0.0
US1VAPW0011,NOKESVILLE 4.0 S,VA,PRINCE WILLIAM,-77.58,38.64,0.0,2.5,0.0,0.0
USC00446125,NORA 4 SSE,VA,DICKENSON,-82.32,37.02,0.0,0.3,2.8,0.0
US1VANRC005,NORFOLK 3.0 S,VA,NORFOLK (CITY),-76.25,36.88,0.0,0.0,0.0,0.0
US1VANRC003,NORFOLK 5.0 SSW,VA,NORFOLK (CITY),-76.29,36.86,0.0,0.0,0.0,0.0
USW00013737,NORFOLK INTL AP,VA,NORFOLK (CITY),-76.19,36.9,0.0,0.0,0.0,0.0
USC00446147,NORFOLK SOUTH,VA,NORFOLK (CITY),-76.23,36.87,0.0,0.0,0.0,0.0
USC00446161,NORTH,VA,MATHEWS,-76.44,37.43,0.0,0.0,0.0,0.0
USC00446173,NORTH FORK LAKE,VA,WISE,-82.63,37.12,0.0,0.0,2.0,0.0
US1VAFX0072,OAK HILL 0.3 WSW,VA,FAIRFAX,-77.41,38.91,1.5,1.5,0.0,0.0
US1VAFX0060,OAKTON 0.4 E,VA,FAIRFAX,-77.29,38.89,0.0,3.1,0.0,0.0
US1VAAC0006,ONANCOCK 3.9 SW,VA,ACCOMACK,-75.8,37.67,0.0,0.0,0.0,0.0
US1VAAC0007,ONLEY 0.6 SE,VA,ACCOMACK,-75.71,37.68,0.0,0.0,0.0,0.0
US1VAFV0002,PALMYRA 4.3 N,VA,FLUVANNA,-78.25,37.92,0.0,0.0,0.0,0.0
USC00446593,PEDLAR DAM,VA,AMHERST,-79.28,37.67,0.0,0.0,0.0,0.0
US1VAGL0008,PEMBROKE 1.3 NNE,VA,GILES,-80.63,37.34,0.0,1.3,0.5,0.0
USC00446712,PIEDMONT RESEARCH STA,VA,ORANGE,-78.12,38.23,0.0,0.0,0.0,0.0
US1VAPT0009,PITTSVILLE 4.5 NNW,VA,PITTSYLVANIA,-79.48,37.05,0.0,0.0,0.0,0.0
US1VAPQC001,POQUOSON 5.8 W,VA,POQUOSON,-76.4,37.15,0.0,0.0,0.0,0.0
US1VAMT0001,PORT HAYWOOD 1.0 SE,VA,MATHEWS,-76.31,37.37,0.0,0.0,0.0,0.0
US1VAPRC002,PORTSMOUTH 4.1 SSE,VA,PORTSMOUTH,-76.33,36.8,0.0,0.0,0.0,0.0
USC00446955,PULASKI 2 E,VA,PULASKI,-80.78,37.06,0.0,0.9,0.0,0.0
US1VARDC001,RADFORD 0.9 WNW,VA,RADFORD,-80.57,37.13,0.0,0.0,0.0,0.0
USC00446999,RADFORD 3 N,VA,PULASKI,-80.59,37.2,0.0,1.0,0.0,0.0
US1VAFQ0004,REMINGTON 4.0 ENE,VA,FAUQUIER,-77.74,38.56,0.0,0.0,0.0,0.0
US1VAAM0001,RICE 7.3 NE,VA,AMELIA,-78.23,37.37,0.0,0.0,0.0,0.0
USC00447174,RICHLANDS,VA,TAZEWELL,-81.79,37.09,0.0,0.0,0.0,0.0
US1VACS0031,RICHMOND 6.4 W,VA,CHESTERFIELD,-77.59,37.52,0.0,0.0,0.0,0.0
USW00013740,RICHMOND INTERNATIONAL  AP,VA,HENRICO,-77.32,37.51,0.0,0.0,0.0,0.0
US1VACP0002,RIXEYVILLE 2.5 N,VA,CULPEPER,-77.97,38.62,0.0,2.5,0.0,0.0
US1VACP0004,RIXEYVILLE 6.1 N,VA,CULPEPER,-77.98,38.66,0.0,2.5,0.0,0.0
US1VACP0001,RIXEYVILLE 6.3 NNE,VA,CULPEPER,-77.95,38.67,0.0,2.2,0.0,0.0
US1VARN0005,ROANOKE 4.3 SW,VA,ROANOKE,-80.02,37.24,0.0,0.0,0.0,0.0
US1VARN0014,ROANOKE 5.5 SW,VA,ROANOKE,-80.03,37.22,0.0,0.0,0.0,0.0
US1VARN0013,ROANOKE 5.8 SW,VA,ROANOKE,-80.04,37.23,0.0,0.0,0.0,0.0
USC00447278,ROANOKE 8 N,VA,ROANOKE,-79.96,37.36,0.0,0.0,0.0,0.0
USW00013741,ROANOKE REGIONAL AP,VA,ROANOKE,-79.97,37.32,0.0,0.1,0.0,0.0
USC00447338,ROCKY MOUNT,VA,FRANKLIN,-79.9,36.98,0.0,0.0,0.0,0.0
US1VAFR0024,ROCKY MOUNT 2.2 NW,VA,FRANKLIN,-79.92,37.02,0.0,0.0,0.0,0.0
US1VAFR0004,ROCKY MOUNT 3.1 SE,VA,FRANKLIN,-79.84,36.97,0.0,0.0,0.0,0.0
US1VAFR0001,ROCKY MOUNT 3.6 W,VA,FRANKLIN,-79.95,36.99,0.0,0.0,0.0,0.0
US1VAFR0005,ROCKY MOUNT 4.3 NNW,VA,FRANKLIN,-79.91,37.06,0.0,0.0,0.0,0.0
US1VALD0013,ROUND HILL 2.7 WSW,VA,LOUDOUN,-77.82,39.12,0.0,0.0,0.0,0.0
USC00447506,SALTVILLE 1N,VA,SMYTH,-81.77,36.89,0.0,0.0,0.2,0.0
US1VANL0003,SCOTTSVILLE 11.8 SW,VA,NELSON,-78.66,37.69,0.0,0.0,0.0,0.0
US1VAST0002,SEDLEY 3.7 N,VA,SOUTHAMPTON,-76.99,36.83,0.0,0.0,0.0,0.0
US1VAPG0001,SHENANDOAH 1.4 N,VA,PAGE,-78.62,38.51,0.0,3.0,0.0,0.0
US1VAIW0013,SMITHFIELD 0.7 ESE,VA,ISLE OF WIGHT,-76.61,36.98,0.0,0.0,0.0,0.0
US1VAIW0011,SMITHFIELD 1.7 SSW,VA,ISLE OF WIGHT,-76.62,36.96,0.0,0.0,0.0,0.0
US1VAIW0010,SMITHFIELD 3.6 SSE,VA,ISLE OF WIGHT,-76.6,36.93,0.0,0.0,0.0,0.0
US1VAIW0012,SMITHFIELD 7.2 W,VA,ISLE OF WIGHT,-76.75,36.99,0.0,0.0,0.0,0.0
USC00447904,SOMERSET,VA,ORANGE,-78.27,38.25,0.0,1.0,0.0,0.0
USC00447925,SOUTH BOSTON,VA,HALIFAX,-78.88,36.7,0.0,0.0,0.0,0.0
USC00447985,SPERRYVILLE,VA,RAPPAHANNOCK,-78.23,38.66,0.0,2.0,0.0,0.0
USC00448022,STAFFORDSVILLE 3 ENE,VA,GILES,-80.71,37.27,0.0,1.6,0.0,0.0
US1VAAG0006,STAUNTON 0.5 WNW,VA,AUGUSTA,-79.07,38.16,0.0,1.0,0.0,0.0
US1VAAG0008,STAUNTON 2.0 S,VA,AUGUSTA,-79.06,38.13,0.0,2.0,0.0,0.0
USC00448062,STAUNTON WATER TREATMENT PLANT,VA,AUGUSTA,-79.08,38.17,0.0,1.2,0.0,0.0
US1VAFD0001,STEPHENS CITY 2.2 E,VA,FREDERICK,-78.18,39.1,0.0,5.2,0.3,0.0
USC00448084,STERLING (RCS),VA,LOUDOUN,-77.49,38.98,0.0,4.8,0.8,0.0
US1VASH0002,STRASBURG 3.7 N,VA,SHENANDOAH,-78.35,39.04,0.0,6.1,0.0,0.0
USC00448170,STUART,VA,PATRICK,-80.25,36.64,0.0,0.0,0.0,0.0
US1VASFC007,SUFFOLK 13.9 NNE,VA,SUFFOLK,-76.53,36.89,0.0,0.0,0.0,0.0
USC00448192,SUFFOLK LAKE KILBY,VA,SUFFOLK,-76.6,36.73,0.0,0.0,0.0,0.0
US1VALN0001,URBANNA 6.2 NNE,VA,LANCASTER,-76.52,37.72,0.0,0.0,0.0,0.0
USC00448737,VIENNA,VA,FAIRFAX,-77.27,38.9,0.0,3.5,0.0,0.0
US1VAFX0061,VIENNA 0.8 S,VA,FAIRFAX,-77.26,38.89,0.0,3.2,0.0,0.0
US1VAFX0051,VIENNA 1.3 W,VA,FAIRFAX,-77.28,38.9,0.0,3.2,0.0,0.0
US1VAFX0040,VIENNA 3.3 N,VA,FAIRFAX,-77.26,38.95,0.0,3.4,0.1,0.0
US1VARN0015,VINTON 0.7 NE,VA,ROANOKE,-79.88,37.28,0.0,0.1,0.0,0.0
US1VAVBC023,VIRGINIA BEACH 10.6 N,VA,VIRGINIA BEACH,-76.03,36.89,0.0,0.0,0.0,0.0
US1VAVBC013,VIRGINIA BEACH 2.4 N,VA,VIRGINIA BEACH,-76.04,36.77,0.0,0.0,0.0,0.0
US1VAVBC021,VIRGINIA BEACH 3.1 ENE,VA,VIRGINIA BEACH,-75.99,36.75,0.0,0.0,0.0,0.0
US1VAVBC030,VIRGINIA BEACH 6.0 WNW,VA,VIRGINIA BEACH,-76.14,36.78,0.0,0.0,0.0,0.0
US1VASS0001,WAKEFIELD 0.1 ENE,VA,SUSSEX,-76.99,36.97,0.0,0.0,0.0,0.0
USC00448800,WAKEFIELD 1NW,VA,SUSSEX,-77.01,36.98,0.0,0.0,0.0,0.0
USW00093773,WAKEFIELD MUNICIPAL AP,VA,SUSSEX,-77.01,36.98,0.0,0.0,0.0,0.0
US1VAAC0012,WALLOPS ISLAND 2.0 NW,VA,ACCOMACK,-75.47,37.94,0.0,0.0,0.0,0.0
USW00093739,WALLOPS ISLAND WALLOPS FLIGHT FAC,VA,ACCOMACK,-75.47,37.94,0.0,0.0,0.0,0.0
US1VAFQ0001,WARRENTON 6.1 S,VA,FAUQUIER,-77.81,38.63,0.0,3.0,0.0,0.0
USW00093738,WASHINGTON DULLES INTL AP,VA,LOUDOUN,-77.46,38.94,1.5,4.1,0.0,0.0
USW00013743,WASHINGTON REAGAN NATIONAL AIRPOR,VA,ARLINGTON,-77.03,38.85,1.1,0.9,0.0,0.0
USC00448941,WAYNESBORO WATER TREATMENT,VA,WAYNESBORO,-78.88,38.08,0.0,0.6,0.0,0.0
USC00449025,WEST POINT 2 NW,VA,KING WILLIAM,-76.8,37.57,0.0,0.0,0.0,0.0
US1VAMX0001,WHITE STONE 8.0 SSW,VA,MIDDLESEX,-76.44,37.54,0.0,0.0,0.0,0.0
US1VAYR0012,WILLIAMSBURG 0.9 NNW,VA,YORK,-76.71,37.28,0.0,0.0,0.0,0.0
US1VAWLC001,WILLIAMSBURG 1.3 SSW,VA,WILLIAMSBURG,-76.72,37.25,0.0,0.0,0.0,0.0
US1VAWLC003,WILLIAMSBURG 1.4 ENE,VA,WILLIAMSBURG,-76.68,37.28,0.0,0.0,0.0,0.0
US1VAWLC006,WILLIAMSBURG 1.6 SW,VA,WILLIAMSBURG,-76.73,37.25,0.0,0.0,0.0,0.0
US1VAJC0040,WILLIAMSBURG 1.9 SW,VA,JAMES (CITY),-76.73,37.25,0.0,0.0,0.0,0.0
US1VAJC0026,WILLIAMSBURG 3.1 SSE,VA,JAMES (CITY),-76.68,37.23,0.0,0.0,0.0,0.0
US1VAJC0016,WILLIAMSBURG 3.2 WNW,VA,JAMES (CITY),-76.76,37.28,0.0,0.0,0.0,0.0
US1VAJC0038,WILLIAMSBURG 3.8 WSW,VA,JAMES (CITY),-76.77,37.24,0.0,0.0,0.0,0.0
US1VAYR0007,WILLIAMSBURG 4.4 N,VA,YORK,-76.71,37.33,0.0,0.0,0.0,0.0
US1VAJC0021,WILLIAMSBURG 4.5 NW,VA,JAMES (CITY),-76.77,37.31,0.0,0.0,0.0,0.0
US1VAJC0031,WILLIAMSBURG 5.8 WSW,VA,JAMES (CITY),-76.81,37.25,0.0,0.0,0.0,0.0
US1VAYR0004,WILLIAMSBURG 6.0 N,VA,YORK,-76.7,37.36,0.0,0.0,0.0,0.0
US1VAJC0025,WILLIAMSBURG 8.2 NW,VA,JAMES (CITY),-76.79,37.37,0.0,0.0,0.0,0.0
USC00449169,WILLIS,VA,FLOYD,-80.51,36.91,0.0,0.0,0.0,0.0
US1VAFL0006,WILLIS 2.7 SE,VA,FLOYD,-80.45,36.83,0.0,0.5,0.0,0.0
USC00449181,WINCHESTER,VA,FREDERICK,-78.15,39.19,0.0,6.2,0.9,0.0
US1VAFD0005,WINCHESTER 5.1 NE,VA,FREDERICK,-78.1,39.22,0.0,6.0,1.4,0.0
USC00449186,WINCHESTER 7 SE,VA,FREDERICK,-78.12,39.18,5.0,0.0,0.0,0.0
US1VAFD0003,WINCHESTER 9.4 NW,VA,FREDERICK,-78.3,39.27,0.0,8.1,1.0,0.0
USC00449215,WISE 1SE,VA,WISE,-82.56,36.97,0.0,0.5,0.0,0.0
US1VAPW0010,WOODBRIDGE 5.9 NW,VA,PRINCE WILLIAM,-77.34,38.7,0.0,0.0,0.0,0.0
USC00449263,WOODSTOCK 2 NE,VA,SHENANDOAH,-78.47,38.9,0.0,5.6,0.0,0.0
USC00449272,WOOLWINE,VA,PATRICK,-80.28,36.78,0.0,0.0,0.0,0.0
USC00449301,WYTHEVILLE,VA,WYTHE,-81.09,36.96,0.0,1.0,0.2,0.0
US1VAYR0008,YORKTOWN 0.5 SSE,VA,YORK,-76.51,37.23,0.0,0.0,0.0,0.0
US1VAYR0014,YORKTOWN 6.8 SE,VA,YORK,-76.45,37.15,0.0,0.0,0.0,0.0
US1VTGI0003,ALBURGH 4.6 SSE,VT,GRAND ISLE,-73.27,44.91,0.0,0.0,15.0,0.0
USC00430193,AVERILL,VT,ESSEX,-71.69,45.01,0.0,0.0,18.0,9.0
USW00094705,BARRE MONTPELIER KNAPP STATE AP,VT,WASHINGTON,-72.56,44.2,0.0,0.0,0.0,0.0
US1VTOL0002,BARTON 3.0 ENE,VT,ORLEANS,-72.12,44.76,0.0,0.0,18.2,3.3
USW00054781,BENNINGTON MORSE STATE AP,VT,BENNINGTON,-73.25,42.89,0.0,0.0,0.0,0.0
US1VTWS0005,BERLIN 4.3 WNW,VT,WASHINGTON,-72.66,44.23,0.0,0.0,0.0,0.0
US1VTOG0010,BRAINTREE 2.8 SW,VT,ORANGE,-72.75,43.94,0.0,0.0,0.0,0.0
US1VTOG0007,BROOKFIELD 2.7 ESE,VT,ORANGE,-72.55,44.03,0.0,0.0,17.7,1.2
USW00014742,BURLINGTON WSO AP,VT,CHITTENDEN,-73.15,44.47,0.0,17.8,12.6,0.0
US1VTWS0023,CABOT 2.3 E,VT,WASHINGTON,-72.27,44.4,0.0,0.0,19.5,2.3
US1VTWS0012,CABOT 3.9 ENE,VT,WASHINGTON,-72.24,44.42,0.0,0.5,18.0,6.5
US1VTCH0003,CHARLOTTE 2.9 NNE,VT,CHITTENDEN,-73.24,44.35,0.0,0.0,0.0,0.0
USC00431565,CORINTH,VT,ORANGE,-72.32,44.01,0.0,0.0,16.0,1.8
USC00431580,CORNWALL,VT,ADDISON,-73.21,43.96,0.0,0.0,0.0,0.0
US1VTOL0005,DERBY CENTER 1.8 NW,VT,ORLEANS,-72.15,44.97,0.0,0.0,16.5,3.3
US1VTWS0015,EAST CALAIS 1.5 SW,VT,WASHINGTON,-72.46,44.36,0.0,0.0,15.0,1.2
USC00432314,EAST HAVEN,VT,ESSEX,-71.89,44.64,0.1,0.0,13.5,0.0
USC00432773,ENOSBURG FALLS 2,VT,FRANKLIN,-72.81,44.91,0.0,0.0,23.0,10.0
USC00433341,GILMAN,VT,ESSEX,-71.72,44.41,0.0,0.0,12.0,1.0
US1VTES0001,GRANBY 1.4 NW,VT,ESSEX,-71.78,44.58,0.0,0.0,17.1,4.2
US1VTOL0009,GREENSBORO 2.1 NNW,VT,ORLEANS,-72.31,44.61,0.0,0.0,20.4,5.9
US1VTOL0012,GREENSBORO 3.9 NNE,VT,ORLEANS,-72.28,44.63,0.0,0.0,20.5,6.5
